Incidente;Cidade;NODE;ME3 Participação Cons;ME3 Evento Cidade;Sistema;Rede Rev.;Incidente.1;Data Inicio;Data Fechamento;Soma de PeriodoNovo;Soma de Ativos Afetados Rev.;Soma de Ativos Cidade;Sintoma;Parte Rede;Cidade.1;UF;Vol Ligações;Solução Rev.
INM00001105511;PORTO ALEGRE - CABO;VJDAIA;0,02;0,08;SGO;HFC;INM00001105511;19/09/2025 17:40;19/09/2025 20:15;154;3;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;ATIVO QUEIMADO
INM00001105622;NOVO HAMBURGO - CABO;BOSAC;0;0,01;SGO;HFC;INM00001105622;19/09/2025 18:27;19/09/2025 18:45;18;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;ATIVO MODULO
INM00001105574;NOVO HAMBURGO - CABO;CNTAD;0;0,05;SGO;HFC;INM00001105574;19/09/2025 18:59;19/09/2025 20:00;61;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;ATIVO PERFORMANCE
INM00001105877;BAGE;CNTCA;0;0,14;SGO;HFC;INM00001105877;19/09/2025 20:26;19/09/2025 21:45;79;1;557;Sem Sinal;COAXIAL;BAGE;RS;;TRANSCEPTOR OPTICO - DANIFICADO
INM00001106345;PORTO ALEGRE - CABO;BFMAA;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAB;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOACA;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOACB;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAD;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAEA;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAEB;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAEC;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAF;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAG;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAHA;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAHB;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAHC;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAI;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;FLOAT;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;MTSACA;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;MTSADA;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;MTSADB;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;MTSAE;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;MTSAF;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106345;PORTO ALEGRE - CABO;RBRAQA;1;3,7;SGO;HFC;INM00001106345;20/09/2025 06:07;20/09/2025 10:43;276;78;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001106485;FARROUPILHA;PDMAAA;0,01;0,73;SGO;HFC;INM00001106485;20/09/2025 07:43;20/09/2025 09:12;88;3;364;Sem Sinal;COAXIAL;FARROUPILHA;RS;;PASSIVO DANIFICADO
INM00001106509;PORTO ALEGRE - CABO;BVSALA;0,03;0,1;SGO;HFC;INM00001106509;20/09/2025 08:01;20/09/2025 10:24;142;4;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;ATIVO MODULO
INM00001106508;NOVO HAMBURGO - CABO;GRIAA;0;0,05;SGO;HFC;INM00001106508;20/09/2025 08:09;20/09/2025 09:18;69;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;PASSIVO COM AGUA
INM00001107277;PELOTAS;CNTAMA;0,01;0,1;SGO;HFC;INM00001107277;20/09/2025 13:53;20/09/2025 16:45;172;1;1792;Sem Sinal;COAXIAL;PELOTAS;RS;;CABO COAXIAL - VANDALISMO
INM00001107269;NOVO HAMBURGO - CABO;PRIAG;0;0,03;SGO;HFC;INM00001107269;20/09/2025 14:03;20/09/2025 14:43;40;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;CONEXAO DANIFICADA
INM00001107459;NOVO HAMBURGO - CABO;CNTAF;0,01;0,14;SGO;HFC;INM00001107459;20/09/2025 15:21;20/09/2025 16:25;64;3;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;PASSIVO FORA DO PROJETO
INM00001107944;ESTANCIA VELHA;RIL02A;0;0,05;SGO;HFC;INM00001107944;20/09/2025 19:27;20/09/2025 19:37;10;1;215;Sem Sinal;COAXIAL;ESTANCIA VELHA;RS;;PASSIVO COM AGUA
INM00001107969;PORTO ALEGRE - CABO;RBRAEB;0,07;0,26;SGO;HFC;INM00001107969;20/09/2025 19:41;21/09/2025 02:00;379;4;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00001108042;ESTANCIA VELHA;RIL03A;0;0,37;SGO;HFC;INM00001108042;20/09/2025 20:33;20/09/2025 21:53;80;1;215;Sem Sinal;COAXIAL;ESTANCIA VELHA;RS;;CONEXAO DANIFICADA
INM00001108276;CANOAS;HAR06A;0;0,02;SGO;HFC;INM00001108276;20/09/2025 22:42;20/09/2025 23:00;17;1;1037;Sem Sinal;COAXIAL;CANOAS;RS;;IMPRODUTIVO
INM00001108278;PORTO ALEGRE - CABO;STZAC;0,03;0,12;SGO;HFC;INM00001108278;20/09/2025 22:44;21/09/2025 10:10;685;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - VANDALISMO
INM00001108280;PORTO ALEGRE - CABO;TRZANA;0;0;SGO;HFC;INM00001108280;20/09/2025 22:46;20/09/2025 22:50;4;1;5805;Sem Sinal;FONTE;PORTO ALEGRE;RS;;QUEDA DE ENERGIA - RESTABELECIDO PELA CONCESSIONARIA
INM00001108280;PORTO ALEGRE - CABO;TRZAR;0;0;SGO;HFC;INM00001108280;20/09/2025 22:46;20/09/2025 22:50;4;1;5805;Sem Sinal;FONTE;PORTO ALEGRE;RS;;QUEDA DE ENERGIA - RESTABELECIDO PELA CONCESSIONARIA
INM00001108414;SAPUCAIA DO SUL;CAM02A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CAM03A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CNT02;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CNT02A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CNT03;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CNT03A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CNT04;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CNT04A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CNT07;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CNT07A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CNT08;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;CNT08A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;DIE01A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;DIE02A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;PIR01;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;PIR01A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;PIR02A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;PIR03A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;PIR04;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;PRI03A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;SCT01A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;SIL01A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;SIL02A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;SIL03A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108414;SAPUCAIA DO SUL;SJO01A;2,54;181,91;SGO;HFC;INM00001108414;21/09/2025 04:26;21/09/2025 11:31;424;129;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00001108465;PORTO ALEGRE - CABO;FLOAHC;0,26;0,96;SGO;HFC;INM00001108465;21/09/2025 05:25;21/09/2025 09:27;241;23;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CURTO NA REDE
INM00001108465;PORTO ALEGRE - CABO;FLOAO;0,26;0,96;SGO;HFC;INM00001108465;21/09/2025 05:25;21/09/2025 09:27;241;23;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CURTO NA REDE
INM00001108465;PORTO ALEGRE - CABO;FLOAQ;0,26;0,96;SGO;HFC;INM00001108465;21/09/2025 05:25;21/09/2025 09:27;241;23;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CURTO NA REDE
INM00001108482;PORTO ALEGRE - CABO;MTSAA;0,09;0,32;SGO;HFC;INM00001108482;21/09/2025 05:47;21/09/2025 08:23;156;12;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00001108482;PORTO ALEGRE - CABO;MTSAB;0,09;0,32;SGO;HFC;INM00001108482;21/09/2025 05:47;21/09/2025 08:23;156;12;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00001108492;ESTANCIA VELHA;ESL02A;0,01;0,78;SGO;HFC;INM00001108492;21/09/2025 06:00;21/09/2025 08:47;167;1;215;Sem Sinal;FONTE;ESTANCIA VELHA;RS;;QUEDA DE ENERGIA - RESTABELECIDO PELA CONCESSIONARIA
INM00001108511;NOVO HAMBURGO - CABO;GRIABA;1,04;16,95;SGO;HFC;INM00001108511;21/09/2025 06:17;21/09/2025 14:07;469;48;1329;Sem Sinal;FIBRA ÓPTICA;NOVO HAMBURGO;RS;;CABO OPTICO - VANDALISMO
INM00001108511;NOVO HAMBURGO - CABO;GRIABB;1,04;16,95;SGO;HFC;INM00001108511;21/09/2025 06:17;21/09/2025 14:07;469;48;1329;Sem Sinal;FIBRA ÓPTICA;NOVO HAMBURGO;RS;;CABO OPTICO - VANDALISMO
INM00001108511;NOVO HAMBURGO - CABO;GRIAC;1,04;16,95;SGO;HFC;INM00001108511;21/09/2025 06:17;21/09/2025 14:07;469;48;1329;Sem Sinal;FIBRA ÓPTICA;NOVO HAMBURGO;RS;;CABO OPTICO - VANDALISMO
INM00001108514;PORTO ALEGRE - CABO;SANALC;0,01;0,04;SGO;HFC;INM00001108514;21/09/2025 06:18;21/09/2025 10:13;235;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - VANDALISMO
INM00001108536;CAMPO BOM;JSL01A;0,51;81,27;SGO;HFC;INM00001108536;21/09/2025 06:30;21/09/2025 16:40;610;18;135;Sem Sinal;FIBRA ÓPTICA;CAMPO BOM;RS;;CABO OPTICO - VANDALISMO
INM00001108536;CAMPO BOM;JSL02A;0,51;81,27;SGO;HFC;INM00001108536;21/09/2025 06:30;21/09/2025 16:40;610;18;135;Sem Sinal;FIBRA ÓPTICA;CAMPO BOM;RS;;CABO OPTICO - VANDALISMO
INM00001108595;PORTO ALEGRE - CABO;AGRAC;0,09;0,33;SGO;HFC;INM00001108595;21/09/2025 07:25;21/09/2025 10:39;193;10;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00001108685;PORTO ALEGRE - CABO;SJEAA;0,4;1,49;SGO;HFC;INM00001108685;21/09/2025 08:31;21/09/2025 14:16;345;25;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;PASSIVO DANIFICADO
INM00001108945;PORTO ALEGRE - CABO;BVSAIB;0;0,01;SGO;HFC;INM00001108945;21/09/2025 10:07;21/09/2025 11:30;82;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00001109191;PORTO ALEGRE - CABO;BVSAIB;0,01;0,03;SGO;HFC;INM00001109191;21/09/2025 11:57;21/09/2025 15:17;200;1;5805;Sem Sinal;FONTE;PORTO ALEGRE;RS;;QUEDA DE ENERGIA - RESTABELECIDO PELA CONCESSIONARIA
INM00001109511;CAXIAS DO SUL;CENBNA;0,01;0,07;SGO;HFC;INM00001109511;21/09/2025 14:03;21/09/2025 16:30;147;1;1995;Sem Sinal;COAXIAL;CAXIAS DO SUL;RS;;PASSIVO COM AGUA
INM00001109694;NOVO HAMBURGO - CABO;PRIAC;0,03;0,42;SGO;HFC;INM00001109694;21/09/2025 15:03;21/09/2025 16:14;70;8;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;FUSIVEL
INM00001109886;LAJEADO;CNTAC;0;0,12;SGO;HFC;INM00001109886;21/09/2025 16:03;21/09/2025 17:03;59;1;509;Sem Sinal;FONTE;LAJEADO;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00001109922;SAPUCAIA DO SUL;CPC01A;0;0,23;SGO;HFC;INM00001109922;21/09/2025 16:20;21/09/2025 17:30;70;1;301;Sem Sinal;COAXIAL;SAPUCAIA DO SUL;RS;;ATIVO PERFORMANCE
INM00001110078;CAMPO BOM;JSL02A;0,02;3,22;SGO;HFC;INM00001110078;21/09/2025 17:24;21/09/2025 18:19;54;8;135;Sem Sinal;COAXIAL;CAMPO BOM;RS;;FUSIVEL
INM00001110430;SAO LEOPOLDO - CABO;CNT07A;0;0,09;SGO;HFC;INM00001110430;21/09/2025 19:48;21/09/2025 20:36;48;1;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;PASSIVO COM AGUA
INM00001110439;NOVO HAMBURGO - CABO;BOSAA;0,54;8,82;SGO;HFC;INM00001110439;21/09/2025 19:51;22/09/2025 04:00;488;24;1329;Sem Sinal;FIBRA ÓPTICA;NOVO HAMBURGO;RS;;CABO OPTICO - VANDALISMO
INM00001110506;PELOTAS;CNTAEA;0,02;0,2;SGO;HFC;INM00001110506;21/09/2025 20:23;21/09/2025 21:15;52;7;1792;Sem Sinal;FONTE;PELOTAS;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00001110787;SAO LEOPOLDO - CABO;SCH06A;0,02;0,66;SGO;HFC;INM00001110787;21/09/2025 22:52;21/09/2025 23:25;33;11;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;PASSIVO COM AGUA
INM00001111638;CACHOEIRINHA;VMA02A;0,07;7,16;SGO;HFC;INM00001111638;22/09/2025 08:16;22/09/2025 12:15;239;6;200;Sem Sinal;COAXIAL;CACHOEIRINHA;RS;;CABO COAXIAL - CARGA ALTA
INM00001112210;CAXIAS DO SUL;VNDAHA;0;0,02;SGO;HFC;INM00001112210;22/09/2025 10:15;22/09/2025 11:02;47;1;1995;Sem Sinal;COAXIAL;CAXIAS DO SUL;RS;;ATIVO PERFORMANCE
INM00001112758;PORTO ALEGRE - CABO;SANAH;0,06;0,2;SGO;HFC;INM00001112758;22/09/2025 11:38;22/09/2025 16:35;297;4;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00001113135;CAPAO DA CANOA;CAPAA;0,4;11,49;SGO;HFC;INM00001113135;22/09/2025 12:38;22/09/2025 22:15;576;15;752;Sem Sinal;COAXIAL;CAPAO DA CANOA;RS;;CURTO NA REDE
INM00001113135;CAPAO DA CANOA;CAPAAB;0,4;11,49;SGO;HFC;INM00001113135;22/09/2025 12:38;22/09/2025 22:15;576;15;752;Sem Sinal;COAXIAL;CAPAO DA CANOA;RS;;CURTO NA REDE
INM00001113209;CAXIAS DO SUL;CRZACA;0;0,04;SGO;HFC;INM00001113209;22/09/2025 12:49;22/09/2025 14:00;71;1;1995;Sem Sinal;FONTE;CAXIAS DO SUL;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00001113209;CAXIAS DO SUL;CRZACB;0;0,04;SGO;HFC;INM00001113209;22/09/2025 12:49;22/09/2025 14:00;71;1;1995;Sem Sinal;FONTE;CAXIAS DO SUL;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00001113433;PORTO ALEGRE - CABO;JCVADB;0,01;0,03;SGO;HFC;INM00001113433;22/09/2025 13:25;22/09/2025 16:08;162;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CONEXAO DANIFICADA
INM00001113848;PORTO ALEGRE - CABO;VNVAA;0,01;0,05;SGO;HFC;INM00001113848;22/09/2025 14:16;22/09/2025 18:54;278;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00001115356;NOVO HAMBURGO - CABO;IDLAD;0,01;0,23;SGO;HFC;INM00001115356;22/09/2025 16:30;22/09/2025 17:31;60;5;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;FUSIVEL
INM00001115433;PORTO ALEGRE - CABO;MTSAC;0,02;0,07;SGO;HFC;INM00001115433;22/09/2025 16:39;22/09/2025 18:00;81;5;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00001115433;PORTO ALEGRE - CABO;MTSAJ;0,02;0,07;SGO;HFC;INM00001115433;22/09/2025 16:39;22/09/2025 18:00;81;5;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00001115433;PORTO ALEGRE - CABO;MTSAM;0,02;0,07;SGO;HFC;INM00001115433;22/09/2025 16:39;22/09/2025 18:00;81;5;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00001115773;PASSO FUNDO;AG;0,01;0,16;SGO;HFC;INM00001115773;22/09/2025 17:21;22/09/2025 18:33;72;2;904;Sem Sinal;COAXIAL;PASSO FUNDO;RS;;ATIVO MAU CONTATO
INM00001116497;SAO LEOPOLDO - CABO;STE09A;0,01;0,54;SGO;HFC;INM00001116497;22/09/2025 19:17;22/09/2025 20:00;43;7;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;FUSIVEL
INM00001117491;SANTA MARIA;CMBAI;2,66;49,34;SGO;HFC;INM00001117491;23/09/2025 01:01;23/09/2025 08:19;438;131;1162;Sem Sinal;FIBRA ÓPTICA;SANTA MARIA;RS;;CABO OPTICO - VANDALISMO
INM00001117491;SANTA MARIA;CNTAA;2,66;49,34;SGO;HFC;INM00001117491;23/09/2025 01:01;23/09/2025 08:19;438;131;1162;Sem Sinal;FIBRA ÓPTICA;SANTA MARIA;RS;;CABO OPTICO - VANDALISMO
INM00001117491;SANTA MARIA;CNTAC;2,66;49,34;SGO;HFC;INM00001117491;23/09/2025 01:01;23/09/2025 08:19;438;131;1162;Sem Sinal;FIBRA ÓPTICA;SANTA MARIA;RS;;CABO OPTICO - VANDALISMO
INM00001117491;SANTA MARIA;CNTAHA;2,66;49,34;SGO;HFC;INM00001117491;23/09/2025 01:01;23/09/2025 08:19;438;131;1162;Sem Sinal;FIBRA ÓPTICA;SANTA MARIA;RS;;CABO OPTICO - VANDALISMO
INM00001117491;SANTA MARIA;CNTAHB;2,66;49,34;SGO;HFC;INM00001117491;23/09/2025 01:01;23/09/2025 08:19;438;131;1162;Sem Sinal;FIBRA ÓPTICA;SANTA MARIA;RS;;CABO OPTICO - VANDALISMO
